Time,NDVI,P,LST
2002-07-01,-0.07647790842586094,-11.544503423902723,4.2716761695014105
2002-07-11,-0.07996776368882921,-11.420108795166016,5.071119732326931
2002-07-21,-0.08654783997270796,-4.231675148010254,4.155447006225587
2002-08-01,-0.09183755682574378,-8.28718868891398,3.9185134039984817
2002-08-11,-0.09177029463979933,-7.809194670783149,3.9185134039984817
2002-08-21,-0.09807035658094618,-9.787758721245659,6.052983178032769
2002-09-01,-0.0987442582845688,-7.318701558642918,5.228790707058376
2002-09-11,-0.10859349370002748,-6.858017841974895,3.227558983696832
2002-09-21,-0.11242035693592496,-6.789238002565173,5.922509087456597
2002-10-01,-0.08313556512196857,17.085985779762268,-0.08252249823676215
2002-10-11,-0.06635719537734985,-4.481166965431637,2.4334568447536893
2002-10-21,-0.05677844749556647,-7.405083492398263,2.219868554009332
2002-11-01,-0.08046947916348775,-8.226879358291626,1.4762772454155817
2002-11-11,-0.08505151669184367,-7.852892637252808,2.7675149705674915
2002-11-21,-0.09581428931819068,-8.963606145646837,4.300877888997396
2002-12-01,-0.0853492601050271,-5.960255755318536,0.7778922186957465
2002-12-11,-0.08228006627824573,12.580308887693615,-0.20833884345160592
2002-12-21,-0.07281356718805101,31.908658451504177,-2.5356973012288413
2003-01-01,-0.015061053964826796,-1.0779112577438354,-0.3310614691840278
2003-01-11,-0.01828163862228394,-1.6226635641521878,1.5078290303548176
2003-01-21,-0.030741888615820143,-0.753333760632409,3.0504824320475263
2003-02-01,-0.014619292484389413,-3.0441823270585804,2.2831832038031683
2003-02-11,-0.030177228980594214,-1.9726254807578192,1.493009779188368
2003-02-21,-0.040654238727357656,-2.392202615737915,2.0424796210394964
2003-03-01,-0.05295280946625604,-10.102197329203287,4.903622945149738
2003-03-11,-0.05578721563021342,-10.187098132239448,1.7513898213704426
2003-03-21,-0.053655486967828535,28.01237297058105,-0.6900986565483941
2003-04-01,-0.10143725574016572,-28.047992282443577,1.7631509568956163
2003-04-11,-0.06877193848292032,22.683287514580623,2.0370411343044705
2003-04-21,-0.015852380130026076,61.131757948133675,-3.5122244093153214
2003-05-01,-0.031122532155778676,18.62495560116238,-2.6114014519585504
2003-05-11,0.010015431377622815,4.419351047939724,-1.9992660946316192
