Time,NDVI,P,LST
2002-07-01,-0.04270012588485291,-4.43817127692072,2.3743552659687244
2002-07-11,-0.05071910382493546,-0.6853329884378534,4.401113861485531
2002-07-21,-0.06682949366146013,-2.0952597229104293,4.962801719966689
2002-08-01,-0.038494869772540886,-1.6023532152175903,-125.29565794844376
2002-08-11,-0.04597175023273418,-0.8664963182650114,-125.29565794844376
2002-08-21,-0.040354914277007714,9.131049695767855,8.00752988614534
2002-09-01,0.004129725753476745,8.626021573418065,-1.013025823392366
2002-09-11,0.03566608195634265,7.273138937197233,-3.8924985935813496
2002-09-21,0.0632089498992029,-4.442773552317369,-3.3550491834941663
2002-10-01,0.06054567604472761,-25.63095922846543,10.611631594206157
2002-10-11,0.0968387804337238,-24.671811172836705,10.684763117840417
2002-10-21,0.14646419637689465,125.57658970983404,4.409335073671842
2002-11-01,0.08432063362316082,-2.849387545334665,-4.125624932740863
2002-11-11,0.12464829455865055,-3.2265186309814453,-2.751084515922948
2002-11-21,0.14080077056822024,5.0196881545217416,-2.1624422700781567
2002-12-01,0.10883498034979168,36.785076116260726,-5.1595637421858935
2002-12-11,0.1038280221584596,-6.517097043363672,-1.4109484898416618
2002-12-21,0.08271559680763044,13.273091360142354,-2.6536107063293457
2003-01-01,0.13868870095987068,-3.2937758572791758,9.388752121674386
2003-01-11,0.09046123921871184,-3.4262517290680026,9.791745110561973
2003-01-21,0.03746243115318449,-3.0457561353319567,14.213869295622173
2003-02-01,0.08673480407972085,-0.971167763204951,9.590596776259574
2003-02-11,0.05023640688312681,2.8843204171249734,11.836418829466169
2003-02-21,0.02477905624791196,-0.6667173649919661,12.095228646930895
2003-03-01,0.02331181566574072,-19.363513394405967,54.16984904439826
2003-03-11,0.024247781912747183,-19.915625597301286,55.168099855121824
2003-03-21,0.04378931136115601,7.166129382033097,-13.481722129018685
2003-04-01,0.006524561855353807,-13.887549858344231,74.90184389917474
2003-04-11,0.03805158777456535,-8.056243294163755,75.87522362407886
2003-04-21,0.058253667660449676,8.391827859376606,74.60352102078889
2003-05-01,0.015335051636946831,-44.624306666223625,138.06491082593016
2003-05-11,0.05260276225836653,-36.242109976316755,135.71236479909797
2003-05-21,0.08970641089897406,68.79052327808581,129.26289686403777
2003-06-01,0.0955845327361634,-0.7505101718400654,44.863407436170085
2003-06-11,0.07151959954123747,-1.3850650159936202,43.836558837890635
2003-06-21,0.04866745950360047,-8.46474289894104,43.37216434980694
2003-07-01,0.07943487735955339,-2.176017400465513,0.7228973664735493
2003-07-11,0.06844515461278589,4.527391050991259,0.4499237662867496
2003-07-21,0.05773358909707321,-4.722592789875834,3.2004891320278768
2003-08-01,0.07838227188116625,-0.4763895335950349,5.025612667987222
2003-08-11,0.056326361961270624,-8.926178954149547,7.858299393402902
2003-08-21,0.03334666229784489,-3.024003894705521,8.287074879596107
2003-09-01,0.04107645330460448,2.073546579009608,-2.918136006907413
2003-09-11,0.029807688864438162,-1.8768777282614455,-1.2457083149960166
2003-09-21,0.01695112560532595,-10.212156098139914,-0.9851433101453281
2003-10-01,-0.025788868924504837,-22.695241683407836,14.33267825528195
2003-10-11,-0.019432151690125462,-25.17197165363713,16.23591743017498
2003-10-21,0.0144741834190331,1.6870396890138324,-186.7771666426408
2003-11-01,-0.05331559391006043,20.30909091547916,0.10844484128450092
2003-11-11,-0.004949764005447689,-26.68270183864393,2.8316285735682434
2003-11-21,0.017467402902088668,-6.8384760806435025,0.7634231416802657
2003-12-01,-0.020347953823051955,-11.299030096907366,1.1640477180480957
2003-12-11,-0.045516077821191984,-18.073902575593245,4.131465359737998
2003-12-21,-0.07174571936852052,-15.54795253276825,4.307833332764475
2004-01-01,-0.0029853990203455873,0.18921301317842384,12.283566725881474
2004-01-11,-0.023005214176679917,27.968925598420597,11.863625551524914
2004-01-21,-0.044240559010129216,11.6348577439785,13.208785521356685
2004-02-01,0.03370345923069276,-1.3741295851374928,-331.1699227771243
