Time,NDVI,P,LST
2002-07-01,-0.008803904056549072,-0.016517924144864082,10.438300076652975
2002-07-11,-0.011323117157992195,-0.1619546581470572,14.507770089542165
2002-07-21,-0.019496135851916147,-0.08862678590230644,15.342628142412972
2002-08-01,0.01265041793093962,0.035623450965117036,-3.2248084124396827
2002-08-11,-0.0027954490745768826,0.09539668567039332,-3.2248084124396827
2002-08-21,-0.015325841658255634,0.2535612816708496,1.17125342873966
2002-09-01,-0.007118315381162307,0.021883799749262196,0.2475536570829504
2002-09-11,-0.007411357234506045,0.6328681023681865,1.4929569468778725
2002-09-21,-0.006367302116225748,1.3881320339791916,3.3307425555060886
2002-10-01,0.005553327062550713,-1.6095596762264477,0.30417049632352944
2002-10-11,0.013090011828085956,-0.8329962982850916,0.8893935259650735
2002-10-21,0.035777636310633486,27.39950339934405,-4.089676464305206
2002-11-01,0.028583594104822942,0.7275254866656136,-0.8112871506634879
2002-11-11,0.0735978422796025,2.211149271796732,-1.527935925651999
2002-11-21,0.10499520599842073,-0.2656344806446749,-0.6869603325338924
2002-12-01,0.02704932584482081,-18.08121950486127,0.23965364343979775
2002-12-11,0.06927398022483378,-7.0441157397101914,3.275103176341337
2002-12-21,0.1332613212220809,99.10485705207377,-6.798387751859777
2003-01-01,0.13745048992774067,-0.00523236218620749,-6.634651969460879
2003-01-11,0.14958627960261175,-14.651573742137234,-3.435541040757123
2003-01-21,0.11636534859152403,-14.576411639942842,1.1755759295295267
2003-02-01,0.08357420388390037,-11.056589014389935,3.095788619097541
2003-02-11,0.030790888211306405,10.512264363905963,-2.5194569756002987
2003-02-21,-0.011218924732769238,-14.104017762576833,1.5876817142262178
2003-03-01,-0.05677594156826244,-30.18293851964614,28.494589412913605
2003-03-11,-0.05224712981897242,-29.658867106718176,27.352539960075827
2003-03-21,-0.03252349530949312,15.442176145665787,24.792391608743106
2003-04-01,-0.07338955998420715,-29.93776680441464,13.906276254092946
2003-04-11,-0.04526745396501878,-31.217718012192673,15.319586585549748
2003-04-21,-0.02559022868380827,-21.418657415053424,16.932416803696576
2003-05-01,0.005182788652532241,40.36697471843046,13.839593550738167
2003-05-11,0.017720531014835134,-7.180162570055794,13.144642212811638
2003-05-21,0.016825271003386554,6.542664808385513,10.018160988302794
2003-06-01,0.10016445903217093,2.5076739016701195,9.959284614114198
2003-06-11,0.0554827819852268,-0.7921058781006757,11.726122351253734
2003-06-21,-0.0008395507055170394,-1.0810236299739164,11.061571009018841
