Time,NDVI,P,LST
2002-07-01,149.2249755859375,2.603166103363037,31.92511558532715
2002-07-11,147.28135681152344,1.386244535446167,33.2381591796875
2002-07-21,144.23931884765625,2.2286980152130127,31.561559677124023
2002-08-01,141.84255981445312,1.7075568437576294,33.250186920166016
2002-08-11,138.58851623535156,1.369170904159546,33.250186920166016
2002-08-21,136.12899780273438,1.689388632774353,36.19010543823242
2002-09-01,134.65957641601562,4.113750457763672,38.95789337158203
2002-09-11,133.87104797363278,6.222066402435303,40.20964431762695
2002-09-21,133.09083557128906,4.751177787780762,43.481239318847656
2002-10-01,133.09590148925778,9.829257011413574,37.695716857910156
2002-10-11,135.07737731933594,11.68930721282959,35.3358268737793
2002-10-21,140.25958251953122,26.852691650390625,35.41022491455078
2002-11-01,148.15524291992188,52.89147567749024,34.172889709472656
2002-11-11,156.15602111816406,61.980873107910156,32.217586517333984
2002-11-21,160.2761688232422,22.81586456298828,37.64431381225586
2002-12-01,160.94873046875,20.873273849487305,34.034969329833984
2002-12-11,161.4246826171875,44.83454132080078,36.21496963500977
2002-12-21,163.21888732910156,164.54441833496094,28.04009056091309
2003-01-01,166.22312927246094,15.24537181854248,30.567766189575195
2003-01-11,166.50706481933594,6.125584125518799,33.89599227905273
2003-01-21,162.6817626953125,6.1124114990234375,40.69755172729492
2003-02-01,153.60475158691406,4.82969856262207,38.63028335571289
2003-02-11,143.8257598876953,7.540555000305176,42.74678421020508
2003-02-21,137.1387939453125,2.1403608322143555,42.070068359375
2003-03-01,133.50177001953122,5.642073631286621,44.4078254699707
2003-03-11,132.95204162597656,6.407183170318604,45.18141555786133
2003-03-21,131.56040954589844,30.987510681152344,39.61323165893555
2003-04-01,131.134521484375,10.583717346191406,39.94310760498047
2003-04-11,133.36636352539062,29.585220336914066,42.61386489868164
2003-04-21,140.17835998535156,130.16545104980472,32.40014266967773
2003-05-01,150.6098175048828,121.31877899169922,29.070083618164066
2003-05-11,161.3236541748047,55.16636276245117,28.43400764465332
2003-05-21,167.87533569335938,35.404415130615234,25.6850643157959
2003-06-01,169.3175506591797,8.374634742736816,30.07665634155273
2003-06-11,166.8809051513672,1.5822401046752932,29.490257263183594
2003-06-21,159.22743225097656,1.285241961479187,26.520160675048828
2003-07-01,152.88388061523438,1.5120592117309568,25.643836975097656
2003-07-11,147.32211303710938,1.248718500137329,36.26994323730469
2003-07-21,145.2800750732422,1.1446075439453125,33.57340240478516
2003-08-01,143.26202392578125,1.6482297182083132,33.669784545898445
2003-08-11,141.13803100585938,1.874264121055603,35.56489944458008
2003-08-21,138.19905090332028,12.155558586120605,40.20948791503906
2003-09-01,136.61872863769528,6.996546268463135,35.61008834838867
2003-09-11,135.54597473144528,6.589207649230957,35.45014190673828
2003-09-21,134.91964721679688,5.456777095794678,39.75290298461914
2003-10-01,133.84846496582028,7.480499267578125,38.858009338378906
2003-10-11,134.63925170898438,10.721426010131836,38.45249938964844
2003-10-21,138.10157775878906,32.464771270751946,34.279922485351555
2003-11-01,145.3402557373047,43.48308181762695,33.48596954345703
2003-11-11,154.6140594482422,25.93895530700684,32.81675338745117
2003-11-21,161.40501403808594,67.35285949707031,31.27004814147949
2003-12-01,163.21839904785156,16.411251068115234,30.70712661743164
2003-12-11,161.9887237548828,7.578242778778076,38.984188079833984
2003-12-21,155.54266357421875,6.044613361358643,39.87656021118164
2004-01-01,147.4910888671875,7.980177879333496,37.8847770690918
2004-01-11,141.52847290039062,41.59236526489258,37.15317153930664
