Time,NDVI,P,LST
2002-07-01,157.08123779296875,3.015902042388916,25.22612444559733
2002-07-11,158.2772013346354,11.564339637756348,24.507768630981445
2002-07-21,157.26990763346353,6.6684417724609375,25.421692530314132
2002-08-01,156.5688680013021,11.78582318623861,25.625658671061203
2002-08-11,152.71953837076822,3.9331960678100586,25.625658671061203
2002-08-21,149.93260701497397,66.63231023152669,29.929862340291336
2002-09-01,148.38253275553384,38.19212341308594,23.747701009114586
2002-09-11,148.67078145345053,21.955684661865234,24.675032933553055
2002-09-21,146.94878133138022,21.576880772908524,28.01431083679199
2002-10-01,141.19353230794272,47.57580057779947,20.0267276763916
2002-10-11,132.68490346272787,98.3841298421224,25.43115933736165
2002-10-21,127.63698323567706,49.6883405049642,23.45653343200684
2002-11-01,127.97645568847656,44.290091196695954,
2002-11-11,134.65626271565756,49.3278694152832,22.40660158793132
2002-11-21,143.31627400716147,47.57890701293945,21.187769571940105
2002-12-01,148.06260935465494,49.930875142415374,22.907313664754227
2002-12-11,151.06979115804037,25.97248967488607,18.256860733032227
2002-12-21,155.34256490071616,37.89576085408529,23.13321876525879
2003-01-01,162.6803944905599,21.727985382080078,20.596804936726887
2003-01-11,170.5472869873047,18.690813064575195,24.777804692586265
2003-01-21,174.0315500895182,38.05218251546224,24.60009002685547
2003-02-01,170.85037231445312,19.99404462178548,27.0955441792806
2003-02-11,162.7163543701172,48.69739786783853,22.522357304890946
2003-02-21,154.45591735839844,19.075623830159504,21.734575907389328
2003-03-01,149.70125834147134,36.095619201660156,24.90224520365397
2003-03-11,147.5129597981771,33.727232615152985,18.417685508728027
2003-03-21,147.93389383951822,45.93517430623373,24.88658905029297
2003-04-01,146.72722371419272,65.23461278279622,25.53342437744141
2003-04-11,140.5707804361979,56.74230321248373,26.13258806864421
2003-04-21,138.80400085449222,58.343050638834626,25.150081634521484
2003-05-01,137.4201863606771,41.46481323242188,17.431285222371418
2003-05-11,137.45502217610678,29.75686454772949,21.865447362264
2003-05-21,143.131591796875,39.7550417582194,20.070043563842773
2003-06-01,147.90298970540366,21.592397689819336,19.799971262613933
2003-06-11,153.8089396158854,8.484901110331219,22.55032857259114
2003-06-21,160.71053059895834,22.082481384277344,20.12790298461914
2003-07-01,164.1122792561849,13.35898494720459,21.598655700683594
2003-07-11,163.1072540283203,2.9906342824300136,23.67843373616536
2003-07-21,157.2851308186849,9.401789029439293,24.567366282145187
2003-08-01,149.6313934326172,5.102156400680542,24.58840115865071
2003-08-11,144.32927958170572,55.07041295369466,25.008946100870773
2003-08-21,145.43609619140625,51.0966936747233,24.59481430053711
2003-09-01,149.06006876627603,51.094186147054046,23.10665639241536
2003-09-11,153.07788594563803,44.00420506795248,25.77330017089844
2003-09-21,154.16604614257812,62.111671447753906,23.968354543050125
2003-10-01,153.55156962076822,53.519386291503906,24.461686452229813
2003-10-11,151.70527140299478,60.76560719807944,19.205782254536945
2003-10-21,150.59321085611978,58.98433049519858,21.90399614969889
