pixel_id,lc
93012,cropland_rainfed
93013,cropland_rainfed
93015,cropland_rainfed
93016,cropland_rainfed
93017,cropland_rainfed
93018,cropland_rainfed
93019,cropland_rainfed
93021,cropland_rainfed
93022,cropland_rainfed
93023,cropland_rainfed
93024,cropland_rainfed
93028,cropland_rainfed
93031,cropland_rainfed
93032,cropland_rainfed
93033,cropland_rainfed
93034,cropland_rainfed
93035,cropland_rainfed
93036,cropland_rainfed
93040,cropland_rainfed
93043,cropland_rainfed
93044,cropland_rainfed
93045,cropland_rainfed
93046,cropland_rainfed
93145,cropland_rainfed
93151,cropland_rainfed
93155,cropland_rainfed
93281,cropland_rainfed
93282,cropland_rainfed
93283,cropland_rainfed
93285,cropland_rainfed
93290,cropland_rainfed
93291,cropland_rainfed
93312,cropland_rainfed
93320,cropland_rainfed
93321,cropland_rainfed
93323,cropland_rainfed
93324,cropland_rainfed
93325,cropland_rainfed
93326,cropland_rainfed
93327,cropland_rainfed
93328,cropland_rainfed
93385,cropland_rainfed
93448,cropland_rainfed
93457,cropland_rainfed
93471,cropland_rainfed
93472,cropland_rainfed
93491,cropland_rainfed
93493,cropland_rainfed
93494,cropland_rainfed
93515,cropland_rainfed
93516,cropland_rainfed
93519,cropland_rainfed
93526,cropland_rainfed
93527,cropland_rainfed
93528,cropland_rainfed
93529,cropland_rainfed
93531,cropland_rainfed
93532,cropland_rainfed
93533,cropland_rainfed
93534,cropland_rainfed
93535,cropland_rainfed
93536,cropland_rainfed
93537,cropland_rainfed
93538,cropland_rainfed
93539,cropland_rainfed
93540,cropland_rainfed
93541,cropland_rainfed
93543,cropland_rainfed
93545,cropland_rainfed
93546,cropland_rainfed
93547,cropland_rainfed
93548,cropland_rainfed
93549,cropland_rainfed
93550,cropland_rainfed
93551,cropland_rainfed
93552,cropland_rainfed
93553,cropland_rainfed
93554,cropland_rainfed
93555,cropland_rainfed
93556,cropland_rainfed
93557,cropland_rainfed
93558,cropland_rainfed
93559,cropland_rainfed
93560,cropland_rainfed
93561,cropland_rainfed
93562,cropland_rainfed
93563,cropland_rainfed
93564,cropland_rainfed
93565,cropland_rainfed
93566,cropland_rainfed
93567,cropland_rainfed
93569,cropland_rainfed
93587,cropland_rainfed
93590,cropland_rainfed
93591,cropland_rainfed
93592,cropland_rainfed
93593,cropland_rainfed
93594,cropland_rainfed
93595,cropland_rainfed
93598,cropland_rainfed
93599,cropland_rainfed
93600,cropland_rainfed
93601,cropland_rainfed
93602,cropland_rainfed
93604,cropland_rainfed
93605,cropland_rainfed
93606,cropland_rainfed
93610,cropland_rainfed
93613,cropland_rainfed
93615,cropland_rainfed
93622,cropland_rainfed
93629,cropland_rainfed
93630,cropland_rainfed
93631,cropland_rainfed
93633,cropland_rainfed
93634,cropland_rainfed
93864,cropland_rainfed
93865,cropland_rainfed
93866,cropland_rainfed
93868,cropland_rainfed
93869,cropland_rainfed
93870,cropland_rainfed
93871,cropland_rainfed
93872,cropland_rainfed
93874,cropland_rainfed
93876,cropland_rainfed
93905,cropland_rainfed
93906,cropland_rainfed
93907,cropland_rainfed
93908,cropland_rainfed
93912,cropland_rainfed
93914,cropland_rainfed
93916,cropland_rainfed
93940,cropland_rainfed
93943,cropland_rainfed
93968,cropland_rainfed
93982,cropland_rainfed
94002,cropland_rainfed
94003,cropland_rainfed
94032,cropland_rainfed
94039,cropland_rainfed
94075,cropland_rainfed
94076,cropland_rainfed
94077,cropland_rainfed
94084,cropland_rainfed
94107,cropland_rainfed
94108,cropland_rainfed
94109,cropland_rainfed
94110,cropland_rainfed
94111,cropland_rainfed
94112,cropland_rainfed
94113,cropland_rainfed
94114,cropland_rainfed
94116,cropland_rainfed
94117,cropland_rainfed
94118,cropland_rainfed
94119,cropland_rainfed
94120,cropland_rainfed
94121,cropland_rainfed
94122,cropland_rainfed
94123,cropland_rainfed
94124,cropland_rainfed
94125,cropland_rainfed
94126,cropland_rainfed
94127,cropland_rainfed
94128,cropland_rainfed
94129,cropland_rainfed
94130,cropland_rainfed
94131,cropland_rainfed
94132,cropland_rainfed
94133,cropland_rainfed
94134,cropland_rainfed
94135,cropland_rainfed
94136,cropland_rainfed
94137,cropland_rainfed
94138,cropland_rainfed
94139,cropland_rainfed
94140,cropland_rainfed
94141,cropland_rainfed
94144,cropland_rainfed
94145,cropland_rainfed
94146,cropland_rainfed
94147,cropland_rainfed
94148,cropland_rainfed
94162,cropland_rainfed
94173,cropland_rainfed
94175,cropland_rainfed
94177,cropland_rainfed
94178,cropland_rainfed
94179,cropland_rainfed
94180,cropland_rainfed
94183,cropland_rainfed
94184,cropland_rainfed
94185,cropland_rainfed
94186,cropland_rainfed
94188,cropland_rainfed
94189,cropland_rainfed
94192,cropland_rainfed
94196,cropland_rainfed
94197,cropland_rainfed
94202,cropland_rainfed
94204,cropland_rainfed
94205,cropland_rainfed
94208,cropland_rainfed
94212,cropland_rainfed
94214,cropland_rainfed
94216,cropland_rainfed
94217,cropland_rainfed
94289,cropland_rainfed
94446,cropland_rainfed
94448,cropland_rainfed
94449,cropland_rainfed
94450,cropland_rainfed
94451,cropland_rainfed
94454,cropland_rainfed
94455,cropland_rainfed
94456,cropland_rainfed
94480,cropland_rainfed
94486,cropland_rainfed
94487,cropland_rainfed
94489,cropland_rainfed
94492,cropland_rainfed
94493,cropland_rainfed
94494,cropland_rainfed
94495,cropland_rainfed
94500,cropland_rainfed
94515,cropland_rainfed
94533,cropland_rainfed
94566,cropland_rainfed
94573,cropland_rainfed
94582,cropland_rainfed
94601,cropland_rainfed
94624,cropland_rainfed
94643,cropland_rainfed
94690,cropland_rainfed
94692,cropland_rainfed
94693,cropland_rainfed
94694,cropland_rainfed
94696,cropland_rainfed
94697,cropland_rainfed
94698,cropland_rainfed
94699,cropland_rainfed
94700,cropland_rainfed
94701,cropland_rainfed
94702,cropland_rainfed
94703,cropland_rainfed
94704,cropland_rainfed
94705,cropland_rainfed
94706,cropland_rainfed
94707,cropland_rainfed
94708,cropland_rainfed
94709,cropland_rainfed
94710,cropland_rainfed
94711,cropland_rainfed
94712,cropland_rainfed
94713,cropland_rainfed
94715,cropland_rainfed
94716,cropland_rainfed
94717,cropland_rainfed
94718,cropland_rainfed
94719,cropland_rainfed
94720,cropland_rainfed
94721,cropland_rainfed
94722,cropland_rainfed
94723,cropland_rainfed
94724,cropland_rainfed
94725,cropland_rainfed
94726,cropland_rainfed
94727,cropland_rainfed
94738,cropland_rainfed
94759,cropland_rainfed
94760,cropland_rainfed
94761,cropland_rainfed
94764,cropland_rainfed
94766,cropland_rainfed
94767,cropland_rainfed
94768,cropland_rainfed
94769,cropland_rainfed
94773,cropland_rainfed
94774,cropland_rainfed
94776,cropland_rainfed
94777,cropland_rainfed
94783,cropland_rainfed
94786,cropland_rainfed
94794,cropland_rainfed
94800,cropland_rainfed
94801,cropland_rainfed
94902,cropland_rainfed
95029,cropland_rainfed
95030,cropland_rainfed
95031,cropland_rainfed
95033,cropland_rainfed
95034,cropland_rainfed
95036,cropland_rainfed
95037,cropland_rainfed
95038,cropland_rainfed
95041,cropland_rainfed
95054,cropland_rainfed
95069,cropland_rainfed
95077,cropland_rainfed
95081,cropland_rainfed
95107,cropland_rainfed
95110,cropland_rainfed
95165,cropland_rainfed
95166,cropland_rainfed
95213,cropland_rainfed
95218,cropland_rainfed
95254,cropland_rainfed
95262,cropland_rainfed
95273,cropland_rainfed
95275,cropland_rainfed
95276,cropland_rainfed
95277,cropland_rainfed
95278,cropland_rainfed
95279,cropland_rainfed
95280,cropland_rainfed
95281,cropland_rainfed
95282,cropland_rainfed
95283,cropland_rainfed
95284,cropland_rainfed
95285,cropland_rainfed
95286,cropland_rainfed
95287,cropland_rainfed
95288,cropland_rainfed
95289,cropland_rainfed
95290,cropland_rainfed
95293,cropland_rainfed
95295,cropland_rainfed
95297,cropland_rainfed
95298,cropland_rainfed
95299,cropland_rainfed
95300,cropland_rainfed
95301,cropland_rainfed
95302,cropland_rainfed
95303,cropland_rainfed
95305,cropland_rainfed
95306,cropland_rainfed
95307,cropland_rainfed
95308,cropland_rainfed
95309,cropland_rainfed
95310,cropland_rainfed
95313,cropland_rainfed
95330,cropland_rainfed
95336,cropland_rainfed
95342,cropland_rainfed
95349,cropland_rainfed
95353,cropland_rainfed
95354,cropland_rainfed
95357,cropland_rainfed
95371,cropland_rainfed
95374,cropland_rainfed
95375,cropland_rainfed
95376,cropland_rainfed
95377,cropland_rainfed
95378,cropland_rainfed
95379,cropland_rainfed
95380,cropland_rainfed
95382,cropland_rainfed
95458,cropland_rainfed
95474,cropland_rainfed
95482,cropland_rainfed
95614,cropland_rainfed
95616,cropland_rainfed
95617,cropland_rainfed
95618,cropland_rainfed
95620,cropland_rainfed
95621,cropland_rainfed
95622,cropland_rainfed
95628,cropland_rainfed
95633,cropland_rainfed
95638,cropland_rainfed
95650,cropland_rainfed
95655,cropland_rainfed
95659,cropland_rainfed
95667,cropland_rainfed
95668,cropland_rainfed
95693,cropland_rainfed
95698,cropland_rainfed
95749,cropland_rainfed
95758,cropland_rainfed
95760,cropland_rainfed
95780,cropland_rainfed
95798,cropland_rainfed
95801,cropland_rainfed
95803,cropland_rainfed
95810,cropland_rainfed
95832,cropland_rainfed
95846,cropland_rainfed
95847,cropland_rainfed
95855,cropland_rainfed
95857,cropland_rainfed
95860,cropland_rainfed
95861,cropland_rainfed
95862,cropland_rainfed
95863,cropland_rainfed
95864,cropland_rainfed
95865,cropland_rainfed
95866,cropland_rainfed
95867,cropland_rainfed
95868,cropland_rainfed
95869,cropland_rainfed
95870,cropland_rainfed
95871,cropland_rainfed
95872,cropland_rainfed
95873,cropland_rainfed
95875,cropland_rainfed
95880,cropland_rainfed
95881,cropland_rainfed
95882,cropland_rainfed
95883,cropland_rainfed
95884,cropland_rainfed
95885,cropland_rainfed
95886,cropland_rainfed
95888,cropland_rainfed
95889,cropland_rainfed
95890,cropland_rainfed
95891,cropland_rainfed
95892,cropland_rainfed
95893,cropland_rainfed
95894,cropland_rainfed
95896,cropland_rainfed
95908,cropland_rainfed
95927,cropland_rainfed
95933,cropland_rainfed
95936,cropland_rainfed
95937,cropland_rainfed
95940,cropland_rainfed
95941,cropland_rainfed
95944,cropland_rainfed
95945,cropland_rainfed
95951,cropland_rainfed
95953,cropland_rainfed
95955,cropland_rainfed
95958,cropland_rainfed
95959,cropland_rainfed
95961,cropland_rainfed
95963,cropland_rainfed
95964,cropland_rainfed
96057,cropland_rainfed
96197,cropland_rainfed
96198,cropland_rainfed
96199,cropland_rainfed
96200,cropland_rainfed
96201,cropland_rainfed
96202,cropland_rainfed
96203,cropland_rainfed
96216,cropland_rainfed
96221,cropland_rainfed
96226,cropland_rainfed
96239,cropland_rainfed
96240,cropland_rainfed
96241,cropland_rainfed
96242,cropland_rainfed
96247,cropland_rainfed
96283,cropland_rainfed
96297,cropland_rainfed
96316,cropland_rainfed
96324,cropland_rainfed
96327,cropland_rainfed
96328,cropland_rainfed
96337,cropland_rainfed
96342,cropland_rainfed
96356,cropland_rainfed
96374,cropland_rainfed
96379,cropland_rainfed
96429,cropland_rainfed
96433,cropland_rainfed
96436,cropland_rainfed
96437,cropland_rainfed
96438,cropland_rainfed
96440,cropland_rainfed
96443,cropland_rainfed
96444,cropland_rainfed
96445,cropland_rainfed
96446,cropland_rainfed
96447,cropland_rainfed
96448,cropland_rainfed
96449,cropland_rainfed
96450,cropland_rainfed
96451,cropland_rainfed
96452,cropland_rainfed
96453,cropland_rainfed
96454,cropland_rainfed
96456,cropland_rainfed
96457,cropland_rainfed
96458,cropland_rainfed
96459,cropland_rainfed
96461,cropland_rainfed
96462,cropland_rainfed
96463,cropland_rainfed
96464,cropland_rainfed
96465,cropland_rainfed
96466,cropland_rainfed
96467,cropland_rainfed
96468,cropland_rainfed
96469,cropland_rainfed
96470,cropland_rainfed
96471,cropland_rainfed
96473,cropland_rainfed
96474,cropland_rainfed
96475,cropland_rainfed
96477,cropland_rainfed
96478,cropland_rainfed
96479,cropland_rainfed
96485,cropland_rainfed
96510,cropland_rainfed
96516,cropland_rainfed
96517,cropland_rainfed
96523,cropland_rainfed
96525,cropland_rainfed
96527,cropland_rainfed
96531,cropland_rainfed
96534,cropland_rainfed
96535,cropland_rainfed
96536,cropland_rainfed
96537,cropland_rainfed
96538,cropland_rainfed
96539,cropland_rainfed
96541,cropland_rainfed
96542,cropland_rainfed
96544,cropland_rainfed
96545,cropland_rainfed
96547,cropland_rainfed
96548,cropland_rainfed
96549,cropland_rainfed
96624,cropland_rainfed
96638,cropland_rainfed
96649,cropland_rainfed
96780,cropland_rainfed
96782,cropland_rainfed
96783,cropland_rainfed
96786,cropland_rainfed
96790,cropland_rainfed
96791,cropland_rainfed
96792,cropland_rainfed
96794,cropland_rainfed
96804,cropland_rainfed
96824,cropland_rainfed
96825,cropland_rainfed
96826,cropland_rainfed
96832,cropland_rainfed
96835,cropland_rainfed
96896,cropland_rainfed
96900,cropland_rainfed
96901,cropland_rainfed
96910,cropland_rainfed
96940,cropland_rainfed
96944,cropland_rainfed
96958,cropland_rainfed
96968,cropland_rainfed
96974,cropland_rainfed
96987,cropland_rainfed
96995,cropland_rainfed
97006,cropland_rainfed
97008,cropland_rainfed
97020,cropland_rainfed
97023,cropland_rainfed
97024,cropland_rainfed
97025,cropland_rainfed
97027,cropland_rainfed
97028,cropland_rainfed
97029,cropland_rainfed
97030,cropland_rainfed
97031,cropland_rainfed
97032,cropland_rainfed
97033,cropland_rainfed
97034,cropland_rainfed
97035,cropland_rainfed
97036,cropland_rainfed
97037,cropland_rainfed
97038,cropland_rainfed
97039,cropland_rainfed
97040,cropland_rainfed
97041,cropland_rainfed
97042,cropland_rainfed
97043,cropland_rainfed
97044,cropland_rainfed
97045,cropland_rainfed
97046,cropland_rainfed
97047,cropland_rainfed
97048,cropland_rainfed
97049,cropland_rainfed
97050,cropland_rainfed
97051,cropland_rainfed
97052,cropland_rainfed
97053,cropland_rainfed
97054,cropland_rainfed
97055,cropland_rainfed
97056,cropland_rainfed
97057,cropland_rainfed
97058,cropland_rainfed
97060,cropland_rainfed
97061,cropland_rainfed
97062,cropland_rainfed
97086,cropland_rainfed
97088,cropland_rainfed
97092,cropland_rainfed
97098,cropland_rainfed
97101,cropland_rainfed
97103,cropland_rainfed
97114,cropland_rainfed
97115,cropland_rainfed
97116,cropland_rainfed
97117,cropland_rainfed
97119,cropland_rainfed
97125,cropland_rainfed
97126,cropland_rainfed
97127,cropland_rainfed
97128,cropland_rainfed
97361,cropland_rainfed
97366,cropland_rainfed
97367,cropland_rainfed
97369,cropland_rainfed
97370,cropland_rainfed
97373,cropland_rainfed
97376,cropland_rainfed
97380,cropland_rainfed
97385,cropland_rainfed
97405,cropland_rainfed
97412,cropland_rainfed
97413,cropland_rainfed
97414,cropland_rainfed
97453,cropland_rainfed
97483,cropland_rainfed
97484,cropland_rainfed
97485,cropland_rainfed
97494,cropland_rainfed
97500,cropland_rainfed
97502,cropland_rainfed
97503,cropland_rainfed
97517,cropland_rainfed
97520,cropland_rainfed
97530,cropland_rainfed
97541,cropland_rainfed
97543,cropland_rainfed
97584,cropland_rainfed
97585,cropland_rainfed
97597,cropland_rainfed
97599,cropland_rainfed
97600,cropland_rainfed
97602,cropland_rainfed
97604,cropland_rainfed
97606,cropland_rainfed
97607,cropland_rainfed
97608,cropland_rainfed
97612,cropland_rainfed
97613,cropland_rainfed
97614,cropland_rainfed
97616,cropland_rainfed
97617,cropland_rainfed
97618,cropland_rainfed
97619,cropland_rainfed
97620,cropland_rainfed
97621,cropland_rainfed
97622,cropland_rainfed
97623,cropland_rainfed
97624,cropland_rainfed
97625,cropland_rainfed
97626,cropland_rainfed
97627,cropland_rainfed
97628,cropland_rainfed
97629,cropland_rainfed
97630,cropland_rainfed
97632,cropland_rainfed
97633,cropland_rainfed
97634,cropland_rainfed
97635,cropland_rainfed
97636,cropland_rainfed
97637,cropland_rainfed
97638,cropland_rainfed
97639,cropland_rainfed
97640,cropland_rainfed
97641,cropland_rainfed
97642,cropland_rainfed
97643,cropland_rainfed
97644,cropland_rainfed
97645,cropland_rainfed
97646,cropland_rainfed
97654,cropland_rainfed
97668,cropland_rainfed
97682,cropland_rainfed
97683,cropland_rainfed
97685,cropland_rainfed
97686,cropland_rainfed
97697,cropland_rainfed
97700,cropland_rainfed
97705,cropland_rainfed
97707,cropland_rainfed
97708,cropland_rainfed
97709,cropland_rainfed
97710,cropland_rainfed
97711,cropland_rainfed
97712,cropland_rainfed
97803,cropland_rainfed
97813,cropland_rainfed
97944,cropland_rainfed
97945,cropland_rainfed
97946,cropland_rainfed
97948,cropland_rainfed
97952,cropland_rainfed
97954,cropland_rainfed
97956,cropland_rainfed
97980,cropland_rainfed
97981,cropland_rainfed
97987,cropland_rainfed
97988,cropland_rainfed
97993,cropland_rainfed
97995,cropland_rainfed
98049,cropland_rainfed
98066,cropland_rainfed
98072,cropland_rainfed
98073,cropland_rainfed
98086,cropland_rainfed
98089,cropland_rainfed
98093,cropland_rainfed
98111,cropland_rainfed
98112,cropland_rainfed
98131,cropland_rainfed
98161,cropland_rainfed
98173,cropland_rainfed
98177,cropland_rainfed
98189,cropland_rainfed
98190,cropland_rainfed
98191,cropland_rainfed
98193,cropland_rainfed
98194,cropland_rainfed
98195,cropland_rainfed
98196,cropland_rainfed
98197,cropland_rainfed
98198,cropland_rainfed
98199,cropland_rainfed
98200,cropland_rainfed
98201,cropland_rainfed
98202,cropland_rainfed
98203,cropland_rainfed
98204,cropland_rainfed
98206,cropland_rainfed
98207,cropland_rainfed
98208,cropland_rainfed
98209,cropland_rainfed
98210,cropland_rainfed
98211,cropland_rainfed
98212,cropland_rainfed
98213,cropland_rainfed
98214,cropland_rainfed
98215,cropland_rainfed
98217,cropland_rainfed
98218,cropland_rainfed
98219,cropland_rainfed
98220,cropland_rainfed
98221,cropland_rainfed
98222,cropland_rainfed
98223,cropland_rainfed
98224,cropland_rainfed
98225,cropland_rainfed
98226,cropland_rainfed
98227,cropland_rainfed
98228,cropland_rainfed
98229,cropland_rainfed
98230,cropland_rainfed
98242,cropland_rainfed
98243,cropland_rainfed
98254,cropland_rainfed
98255,cropland_rainfed
98265,cropland_rainfed
98266,cropland_rainfed
98267,cropland_rainfed
98275,cropland_rainfed
98279,cropland_rainfed
98280,cropland_rainfed
98281,cropland_rainfed
98282,cropland_rainfed
98283,cropland_rainfed
98288,cropland_rainfed
98289,cropland_rainfed
98292,cropland_rainfed
98296,cropland_rainfed
98527,cropland_rainfed
98531,cropland_rainfed
98532,cropland_rainfed
98546,cropland_rainfed
98559,cropland_rainfed
98569,cropland_rainfed
98573,cropland_rainfed
98576,cropland_rainfed
98578,cropland_rainfed
98628,cropland_rainfed
98634,cropland_rainfed
98647,cropland_rainfed
98664,cropland_rainfed
98669,cropland_rainfed
98670,cropland_rainfed
98674,cropland_rainfed
98675,cropland_rainfed
98676,cropland_rainfed
98682,cropland_rainfed
98691,cropland_rainfed
98694,cropland_rainfed
98708,cropland_rainfed
98709,cropland_rainfed
98710,cropland_rainfed
98751,cropland_rainfed
98753,cropland_rainfed
98756,cropland_rainfed
98759,cropland_rainfed
98763,cropland_rainfed
98764,cropland_rainfed
98766,cropland_rainfed
98768,cropland_rainfed
98773,cropland_rainfed
98775,cropland_rainfed
98776,cropland_rainfed
98780,cropland_rainfed
98781,cropland_rainfed
98782,cropland_rainfed
98783,cropland_rainfed
98784,cropland_rainfed
98785,cropland_rainfed
98786,cropland_rainfed
98787,cropland_rainfed
98788,cropland_rainfed
98789,cropland_rainfed
98790,cropland_rainfed
98791,cropland_rainfed
98792,cropland_rainfed
98793,cropland_rainfed
98794,cropland_rainfed
98795,cropland_rainfed
98796,cropland_rainfed
98797,cropland_rainfed
98798,cropland_rainfed
98800,cropland_rainfed
98801,cropland_rainfed
98802,cropland_rainfed
98804,cropland_rainfed
98805,cropland_rainfed
98806,cropland_rainfed
98807,cropland_rainfed
98808,cropland_rainfed
98809,cropland_rainfed
98859,cropland_rainfed
98868,cropland_rainfed
98869,cropland_rainfed
98871,cropland_rainfed
98872,cropland_rainfed
98873,cropland_rainfed
98877,cropland_rainfed
98878,cropland_rainfed
98880,cropland_rainfed
98953,cropland_rainfed
98958,cropland_rainfed
99110,cropland_rainfed
99113,cropland_rainfed
99114,cropland_rainfed
99119,cropland_rainfed
99137,cropland_rainfed
99148,cropland_rainfed
99151,cropland_rainfed
99153,cropland_rainfed
99160,cropland_rainfed
99165,cropland_rainfed
99185,cropland_rainfed
99209,cropland_rainfed
99213,cropland_rainfed
99217,cropland_rainfed
99232,cropland_rainfed
99243,cropland_rainfed
99244,cropland_rainfed
99246,cropland_rainfed
99251,cropland_rainfed
99256,cropland_rainfed
99257,cropland_rainfed
99258,cropland_rainfed
99259,cropland_rainfed
99260,cropland_rainfed
99276,cropland_rainfed
99277,cropland_rainfed
99282,cropland_rainfed
99284,cropland_rainfed
99291,cropland_rainfed
99328,cropland_rainfed
99334,cropland_rainfed
99336,cropland_rainfed
99337,cropland_rainfed
99352,cropland_rainfed
99358,cropland_rainfed
99359,cropland_rainfed
99360,cropland_rainfed
99361,cropland_rainfed
99362,cropland_rainfed
99363,cropland_rainfed
99364,cropland_rainfed
99365,cropland_rainfed
99366,cropland_rainfed
99367,cropland_rainfed
99368,cropland_rainfed
99370,cropland_rainfed
99371,cropland_rainfed
99372,cropland_rainfed
99373,cropland_rainfed
99374,cropland_rainfed
99375,cropland_rainfed
99377,cropland_rainfed
99378,cropland_rainfed
99379,cropland_rainfed
99381,cropland_rainfed
99382,cropland_rainfed
99384,cropland_rainfed
99385,cropland_rainfed
99386,cropland_rainfed
99387,cropland_rainfed
99388,cropland_rainfed
99389,cropland_rainfed
99390,cropland_rainfed
99391,cropland_rainfed
99440,cropland_rainfed
99445,cropland_rainfed
99451,cropland_rainfed
99455,cropland_rainfed
99456,cropland_rainfed
99460,cropland_rainfed
99462,cropland_rainfed
99539,cropland_rainfed
99541,cropland_rainfed
99699,cropland_rainfed
99702,cropland_rainfed
99717,cropland_rainfed
99723,cropland_rainfed
99727,cropland_rainfed
99728,cropland_rainfed
99729,cropland_rainfed
99731,cropland_rainfed
99732,cropland_rainfed
99733,cropland_rainfed
99735,cropland_rainfed
99739,cropland_rainfed
99757,cropland_rainfed
99808,cropland_rainfed
99815,cropland_rainfed
99816,cropland_rainfed
99818,cropland_rainfed
99823,cropland_rainfed
99824,cropland_rainfed
99828,cropland_rainfed
99829,cropland_rainfed
99830,cropland_rainfed
99833,cropland_rainfed
99836,cropland_rainfed
99837,cropland_rainfed
99838,cropland_rainfed
99839,cropland_rainfed
99842,cropland_rainfed
99845,cropland_rainfed
99846,cropland_rainfed
99851,cropland_rainfed
99855,cropland_rainfed
99859,cropland_rainfed
99864,cropland_rainfed
99906,cropland_rainfed
99911,cropland_rainfed
99918,cropland_rainfed
99920,cropland_rainfed
99924,cropland_rainfed
99928,cropland_rainfed
99932,cropland_rainfed
99938,cropland_rainfed
99940,cropland_rainfed
99941,cropland_rainfed
99942,cropland_rainfed
99943,cropland_rainfed
99944,cropland_rainfed
99945,cropland_rainfed
99946,cropland_rainfed
99947,cropland_rainfed
99948,cropland_rainfed
99949,cropland_rainfed
99950,cropland_rainfed
99951,cropland_rainfed
99952,cropland_rainfed
99953,cropland_rainfed
99954,cropland_rainfed
99955,cropland_rainfed
99956,cropland_rainfed
99957,cropland_rainfed
99958,cropland_rainfed
99959,cropland_rainfed
99960,cropland_rainfed
99961,cropland_rainfed
99962,cropland_rainfed
99963,cropland_rainfed
99964,cropland_rainfed
99965,cropland_rainfed
99967,cropland_rainfed
99968,cropland_rainfed
99970,cropland_rainfed
99971,cropland_rainfed
99972,cropland_rainfed
99973,cropland_rainfed
99974,cropland_rainfed
99976,cropland_rainfed
100006,cropland_rainfed
100029,cropland_rainfed
100030,cropland_rainfed
100035,cropland_rainfed
100036,cropland_rainfed
100037,cropland_rainfed
100040,cropland_rainfed
100041,cropland_rainfed
100043,cropland_rainfed
100044,cropland_rainfed
100118,cropland_rainfed
100157,cropland_rainfed
100277,cropland_rainfed
100282,cropland_rainfed
100283,cropland_rainfed
100284,cropland_rainfed
100291,cropland_rainfed
100298,cropland_rainfed
100300,cropland_rainfed
100308,cropland_rainfed
100312,cropland_rainfed
100316,cropland_rainfed
100325,cropland_rainfed
100328,cropland_rainfed
100330,cropland_rainfed
100352,cropland_rainfed
100376,cropland_rainfed
100385,cropland_rainfed
100391,cropland_rainfed
100401,cropland_rainfed
100405,cropland_rainfed
100406,cropland_rainfed
100409,cropland_rainfed
100410,cropland_rainfed
100411,cropland_rainfed
100412,cropland_rainfed
100421,cropland_rainfed
100431,cropland_rainfed
100438,cropland_rainfed
100441,cropland_rainfed
100456,cropland_rainfed
100463,cropland_rainfed
100469,cropland_rainfed
100502,cropland_rainfed
100504,cropland_rainfed
100505,cropland_rainfed
100506,cropland_rainfed
100510,cropland_rainfed
100512,cropland_rainfed
100522,cropland_rainfed
100523,cropland_rainfed
100524,cropland_rainfed
100525,cropland_rainfed
100526,cropland_rainfed
100527,cropland_rainfed
100528,cropland_rainfed
100529,cropland_rainfed
100530,cropland_rainfed
100532,cropland_rainfed
100533,cropland_rainfed
100534,cropland_rainfed
100535,cropland_rainfed
100537,cropland_rainfed
100538,cropland_rainfed
100539,cropland_rainfed
100540,cropland_rainfed
100541,cropland_rainfed
100542,cropland_rainfed
100543,cropland_rainfed
100544,cropland_rainfed
100545,cropland_rainfed
100546,cropland_rainfed
100547,cropland_rainfed
100548,cropland_rainfed
100549,cropland_rainfed
100550,cropland_rainfed
100551,cropland_rainfed
100552,cropland_rainfed
100553,cropland_rainfed
100554,cropland_rainfed
100555,cropland_rainfed
100556,cropland_rainfed
100583,cropland_rainfed
100598,cropland_rainfed
100611,cropland_rainfed
100618,cropland_rainfed
100619,cropland_rainfed
100622,cropland_rainfed
100623,cropland_rainfed
100624,cropland_rainfed
100627,cropland_rainfed
100628,cropland_rainfed
100631,cropland_rainfed
100733,cropland_rainfed
100863,cropland_rainfed
100864,cropland_rainfed
100865,cropland_rainfed
100868,cropland_rainfed
100871,cropland_rainfed
100887,cropland_rainfed
100893,cropland_rainfed
100895,cropland_rainfed
100898,cropland_rainfed
100899,cropland_rainfed
100900,cropland_rainfed
100907,cropland_rainfed
100911,cropland_rainfed
100940,cropland_rainfed
100963,cropland_rainfed
100968,cropland_rainfed
100975,cropland_rainfed
100977,cropland_rainfed
100987,cropland_rainfed
100988,cropland_rainfed
100989,cropland_rainfed
100993,cropland_rainfed
100996,cropland_rainfed
100997,cropland_rainfed
100998,cropland_rainfed
101001,cropland_rainfed
101004,cropland_rainfed
101023,cropland_rainfed
101027,cropland_rainfed
101046,cropland_rainfed
101051,cropland_rainfed
101052,cropland_rainfed
101057,cropland_rainfed
101083,cropland_rainfed
101085,cropland_rainfed
101088,cropland_rainfed
101090,cropland_rainfed
101097,cropland_rainfed
101099,cropland_rainfed
101106,cropland_rainfed
101107,cropland_rainfed
101108,cropland_rainfed
101109,cropland_rainfed
101110,cropland_rainfed
101111,cropland_rainfed
101112,cropland_rainfed
101113,cropland_rainfed
101114,cropland_rainfed
101116,cropland_rainfed
101117,cropland_rainfed
101118,cropland_rainfed
101119,cropland_rainfed
101121,cropland_rainfed
101123,cropland_rainfed
101124,cropland_rainfed
101125,cropland_rainfed
101127,cropland_rainfed
101128,cropland_rainfed
101131,cropland_rainfed
101132,cropland_rainfed
101133,cropland_rainfed
101134,cropland_rainfed
101136,cropland_rainfed
101137,cropland_rainfed
101168,cropland_rainfed
101193,cropland_rainfed
101197,cropland_rainfed
101203,cropland_rainfed
101205,cropland_rainfed
101207,cropland_rainfed
101209,cropland_rainfed
