SM(t+0),SM(t+1),SM(t+2)
0.13564643378423374,0.5443810840159986,1.0240502859805443
0.5443810840159986,1.0240502859805443,1.2383260888765095
1.0240502859805443,1.2383260888765095,1.27238971763011
1.2383260888765095,1.27238971763011,1.2598301260565574
1.27238971763011,1.2598301260565574,1.1120784281365954
1.2598301260565574,1.1120784281365954,1.124256596535351
1.1120784281365954,1.124256596535351,0.6958444630821871
1.124256596535351,0.6958444630821871,0.1720712155731822
0.6958444630821871,0.1720712155731822,-0.3575766037060666
0.1720712155731822,-0.3575766037060666,-0.6206023433700157
-0.3575766037060666,-0.6206023433700157,-0.8948232510083334
-0.6206023433700157,-0.8948232510083334,-1.214580263916595
-0.8948232510083334,-1.214580263916595,-1.3910010432854385
-1.214580263916595,-1.3910010432854385,-1.4756962166595866
-1.3910010432854385,-1.4756962166595866,-1.3987825427157585
-1.4756962166595866,-1.3987825427157585,-0.8610673588887723
-1.3987825427157585,-0.8610673588887723,-0.7655645677525134
-0.8610673588887723,-0.7655645677525134,-1.2527943868996276
-0.7655645677525134,-1.2527943868996276,-0.8279013810906102
-1.2527943868996276,-0.8279013810906102,-1.1426468907185432
-0.8279013810906102,-1.1426468907185432,-1.4646835865724077
-1.1426468907185432,-1.4646835865724077,-1.1084806144814587
-1.4646835865724077,-1.1084806144814587,-0.5792431715681812
-1.1084806144814587,-0.5792431715681812,-1.0192267966166129
-0.5792431715681812,-1.0192267966166129,-0.06679330828802293
-1.0192267966166129,-0.06679330828802293,-0.5245268103781326
-0.06679330828802293,-0.5245268103781326,0.06236919032021633
-0.5245268103781326,0.06236919032021633,0.4734767022841771
0.06236919032021633,0.4734767022841771,-0.20394507159545344
0.4734767022841771,-0.20394507159545344,-0.33709098684993327
-0.20394507159545344,-0.33709098684993327,-1.007557708625579
-0.33709098684993327,-1.007557708625579,-0.4867159373475817
-1.007557708625579,-0.4867159373475817,0.22052883476764684
-0.4867159373475817,0.22052883476764684,0.27173923932150607
0.22052883476764684,0.27173923932150607,0.8959352251790474
0.27173923932150607,0.8959352251790474,1.1159234468072672
0.8959352251790474,1.1159234468072672,1.3960445013223393
1.1159234468072672,1.3960445013223393,1.4359840783347333
1.3960445013223393,1.4359840783347333,1.4639142342882672
1.4359840783347333,1.4639142342882672,1.7170561388145302
1.4639142342882672,1.7170561388145302,1.598274457052827
1.7170561388145302,1.598274457052827,1.403281415907006
1.598274457052827,1.403281415907006,1.2505909750069846
1.403281415907006,1.2505909750069846,0.892308737004083
1.2505909750069846,0.892308737004083,0.3063223045212491
0.892308737004083,0.3063223045212491,-0.317341893344691
0.3063223045212491,-0.317341893344691,-0.5627597332784722
-0.317341893344691,-0.5627597332784722,-0.761744445454015
-0.5627597332784722,-0.761744445454015,-1.1232115387289248
-0.761744445454015,-1.1232115387289248,-0.8210749033670546
-1.1232115387289248,-0.8210749033670546,-0.7709807343613515
-0.8210749033670546,-0.7709807343613515,-1.2637397924147493
-0.7709807343613515,-1.2637397924147493,-1.4905191199987393
-1.2637397924147493,-1.4905191199987393,-1.3377451250470478
-1.4905191199987393,-1.3377451250470478,-0.7061099942826304
-1.3377451250470478,-0.7061099942826304,-0.21701960118004462
-0.7061099942826304,-0.21701960118004462,-1.026103146494172
-0.21701960118004462,-1.026103146494172,-1.344209150875445
-1.026103146494172,-1.344209150875445,-1.5050589488546946
